,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
334,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,1
335,Yes,0,Graduate,Yes,5503,4490.0,70.0,360.0,1.0,Semiurban,1
336,Yes,1,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,1
337,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,1
338,No,3,Not Graduate,No,1830,0.0,146.41216216216216,360.0,0.0,Urban,0
339,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,1
340,Yes,3,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,0
341,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,0
342,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,1
343,Yes,3,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,1
344,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,1
345,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,1
346,Yes,0,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,0
347,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,1
348,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,1.0,Semiurban,1
349,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,1
350,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,1
351,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,0
352,Yes,3,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,1
353,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,0
354,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,1
355,No,0,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,1
356,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,1
357,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,0
358,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,0
359,Yes,3,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,1
360,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,0
361,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,1
362,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,1
363,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,1.0,Urban,1
364,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,1
365,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,0
366,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,0
367,No,0,Graduate,No,5124,0.0,124.0,360.0,0.0,Rural,0
368,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,1
369,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,0
370,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,1
371,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,1
372,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,1
373,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,0
374,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,1
375,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,1
376,Yes,3,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,1
377,Yes,0,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,1
378,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,0
379,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,1
380,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,1
381,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,1
382,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,1
383,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,1
384,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,0
385,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,1
386,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,1
387,Yes,0,Not Graduate,No,3010,3136.0,146.41216216216216,360.0,0.0,Urban,0
388,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,1
389,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,1
390,No,3,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,1
391,Yes,3,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,1
392,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,1
393,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,1
394,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,1
395,Yes,2,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,1
396,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,0
397,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,1
398,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,1
399,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,0
400,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,0
401,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,0
402,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,1
403,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,1
404,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,0
405,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,1
406,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,1
407,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,1
408,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,0
409,Yes,3,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,0
410,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,0
411,Yes,0,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,1
412,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,0
413,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,1
414,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,0
415,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,1
416,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,0
417,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,0
418,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,1
419,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,1
420,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,1
421,No,0,Not Graduate,No,2720,0.0,80.0,360.0,0.0,Urban,0
422,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,1
423,Yes,1,Graduate,No,7250,1667.0,110.0,360.0,0.0,Urban,0
424,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,1
425,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,1
426,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,0
427,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,1
428,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,1
429,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,1
430,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,1
431,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,0
432,No,0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,1
433,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,1
434,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,1
435,No,0,Graduate,No,10047,0.0,146.41216216216216,240.0,1.0,Semiurban,1
436,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,1
437,Yes,0,Graduate,No,2213,1125.0,146.41216216216216,360.0,1.0,Urban,1
438,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,0
439,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,1
440,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,1
441,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,1
442,No,3,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,1
443,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,1
444,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,1.0,Rural,1
445,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,1
446,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,1
447,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,0
448,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,0
449,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,0.0,Semiurban,0
450,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,0
451,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,1.0,Urban,1
452,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,0
453,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,1
454,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,1
455,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,1
456,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,1
457,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,0
458,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,1
459,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,0
460,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,1.0,Semiurban,1
461,Yes,3,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,1
462,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,1
463,No,1,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,1
464,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,0
465,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,1
466,Yes,3,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,0
467,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,1
468,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,1
469,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,0
470,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,1
471,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,0
472,Yes,3,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,1
473,No,0,Graduate,Yes,2500,0.0,93.0,360.0,1.0,Urban,1
474,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,1
475,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,1
476,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,1
477,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,0
478,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,1
479,Yes,2,Graduate,No,2947,1603.0,146.41216216216216,360.0,1.0,Urban,0
480,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,1
481,Yes,3,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,1
482,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,1
483,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,1
484,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,1
485,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,1
486,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,0
487,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,0
488,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,1
489,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,0
490,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,1.0,Semiurban,1
491,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,1.0,Urban,1
492,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,1
493,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,1
494,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,0
495,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,1
496,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,1
497,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,1
498,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,1
499,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,0
500,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,1
501,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,1
502,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,1
503,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,0.0,Rural,0
504,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,1
505,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,1
506,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,1
507,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,0
508,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,1
509,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,1
510,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,0
511,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,1
512,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,1
513,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,0
514,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,0
515,Yes,3,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,1
516,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,1
517,Yes,0,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,0
518,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,0
519,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,0
520,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,1
521,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,1
522,Yes,3,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,1
523,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,1
524,No,0,Graduate,No,4680,2087.0,146.41216216216216,360.0,1.0,Semiurban,0
525,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,1
526,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,1
527,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,1
528,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,1
529,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,1
530,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,1.0,Rural,1
531,Yes,3,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,1
532,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,0
533,No,1,Graduate,No,11250,0.0,196.0,360.0,0.0,Semiurban,0
534,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,1
535,No,0,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,1
536,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,1
537,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,1
538,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,0
539,Yes,3,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,1
540,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,1
541,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,0
542,No,1,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,1
543,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,1
544,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,1.0,Semiurban,1
545,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,1
546,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,0
547,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,1
548,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,0
549,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,1
550,Yes,2,Graduate,Yes,6633,0.0,146.41216216216216,360.0,0.0,Rural,0
551,Yes,1,Not Graduate,No,2492,2375.0,146.41216216216216,360.0,1.0,Rural,1
552,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,1
553,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,0
554,Yes,0,Graduate,No,3593,4266.0,132.0,180.0,0.0,Rural,0
555,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,1
556,No,0,Graduate,No,2667,1625.0,84.0,360.0,1.0,Urban,1
557,Yes,3,Graduate,Yes,10139,0.0,260.0,360.0,1.0,Semiurban,1
558,Yes,0,Graduate,No,3887,2669.0,162.0,360.0,1.0,Semiurban,1
559,Yes,0,Graduate,No,4180,2306.0,182.0,360.0,1.0,Semiurban,1
560,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,1
561,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,1
562,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,1
563,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,1
564,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,0
565,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,1.0,Rural,1
566,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,1
567,Yes,3,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,0
568,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,0
569,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,0
570,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,1
571,Yes,0,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,0
572,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,1
573,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,0
574,Yes,3,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,0
575,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,1
576,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,0
577,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,1
578,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,1
579,No,0,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,1
580,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,1
581,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,0
582,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,1
583,Yes,1,Graduate,No,1880,0.0,61.0,360.0,0.0,Rural,0
584,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,0
585,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,0
586,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,1
587,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,1
588,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,1
589,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,0
590,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,1
591,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,0
592,No,3,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,1
593,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,1
594,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,1
595,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,1
596,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,0
597,No,0,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,0
598,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,1
599,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,1
600,No,3,Graduate,No,416,41667.0,350.0,180.0,0.0,Urban,0
601,Yes,0,Not Graduate,No,2894,2792.0,155.0,360.0,1.0,Rural,1
602,Yes,3,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,1
603,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,1
604,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,1
605,Yes,0,Not Graduate,No,2400,3800.0,146.41216216216216,180.0,1.0,Urban,0
606,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,1
607,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,1
608,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,1
609,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,1
610,Yes,3,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,1
611,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,1
612,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,1
613,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,0
