,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
397,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,1
61,Yes,3,Graduate,No,3029,0,99,360,1,Urban,1
544,Yes,0,Not Graduate,No,3017,663,102,360,1,Semiurban,1
462,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,1
363,Yes,0,Graduate,No,3013,3033,95,300,1,Urban,1
387,Yes,0,Not Graduate,No,3010,3136,146.4121622,360,0,Urban,0
2,Yes,0,Graduate,Yes,3000,0,66,360,1,Urban,1
358,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,0
590,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,1
415,No,0,Graduate,No,2995,0,60,360,1,Urban,1
597,No,0,Graduate,No,2987,0,88,360,0,Semiurban,0
158,No,0,Graduate,No,2980,2083,120,360,1,Rural,1
222,No,0,Graduate,No,2971,2791,144,360,1,Semiurban,1
242,No,0,Graduate,No,2965,5701,155,60,1,Urban,1
90,Yes,0,Graduate,No,2958,2900,131,360,1,Semiurban,1
123,Yes,2,Graduate,No,2957,0,81,360,1,Semiurban,1
466,Yes,3,Not Graduate,No,2947,1664,70,180,0,Urban,0
479,Yes,2,Graduate,No,2947,1603,146.4121622,360,1,Urban,0
331,No,0,Graduate,No,2935,0,98,360,1,Semiurban,1
111,Yes,0,Graduate,No,2929,2333,139,360,1,Semiurban,1
311,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,1
428,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,1
310,No,0,Graduate,No,2917,0,84,360,1,Semiurban,1
538,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural,0
609,No,0,Graduate,No,2900,0,71,360,1,Rural,1
498,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,1
601,Yes,0,Not Graduate,No,2894,2792,155,360,1,Rural,1
400,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,0
248,Yes,1,Graduate,No,2882,1843,123,480,1,Semiurban,1
269,No,1,Graduate,No,2876,1560,90,360,1,Urban,1
301,Yes,0,Not Graduate,No,2875,1750,105,360,1,Semiurban,1
477,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,0
272,No,0,Graduate,No,2833,1857,126,360,1,Rural,1
332,No,0,Graduate,No,2833,0,71,360,1,Urban,1
26,Yes,0,Graduate,No,2799,2253,122,360,1,Semiurban,1
584,Yes,1,Graduate,No,2787,1917,146,360,0,Rural,0
549,Yes,0,Graduate,No,2785,2016,110,360,1,Rural,1
449,No,1,Not Graduate,Yes,2769,1542,190,360,0,Semiurban,0
545,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,1
374,No,0,Graduate,No,2764,1459,110,360,1,Urban,1
401,No,0,Not Graduate,No,2755,0,65,300,1,Rural,0
275,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurban,1
589,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurban,0
421,No,0,Not Graduate,No,2720,0,80,360,0,Urban,0
132,No,0,Graduate,No,2718,0,70,360,1,Semiurban,1
429,No,0,Not Graduate,No,2717,0,60,180,1,Urban,1
55,Yes,2,Graduate,No,2708,1167,97,360,1,Semiurban,1
490,No,0,Not Graduate,No,2699,2785,96,360,1,Semiurban,1
143,Yes,0,Graduate,No,2698,2034,122,360,1,Semiurban,1
528,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban,1
556,No,0,Graduate,No,2667,1625,84,360,1,Urban,1
352,Yes,3,Graduate,No,2666,2083,95,360,1,Rural,1
425,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,1
253,Yes,1,Not Graduate,No,2661,7101,279,180,1,Semiurban,1
471,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,0
340,Yes,3,Not Graduate,No,2647,1587,173,360,1,Rural,0
48,Yes,0,Graduate,No,2645,3440,120,360,0,Urban,0
349,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,1
273,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban,1
62,Yes,0,Not Graduate,Yes,2609,3449,165,180,0,Rural,0
19,Yes,0,Graduate,No,2600,3500,115,360,1,Urban,1
22,Yes,0,Not Graduate,No,2600,1911,116,360,0,Semiurban,0
200,Yes,1,Not Graduate,No,2600,2500,90,360,1,Semiurban,1
286,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurban,0
416,No,1,Graduate,No,2600,0,160,360,1,Urban,0
496,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,1
3,Yes,0,Not Graduate,No,2583,2358,120,360,1,Urban,1
252,No,0,Not Graduate,Yes,2583,2167,104,360,1,Rural,1
344,Yes,2,Graduate,No,2583,2330,125,360,1,Rural,1
392,Yes,0,Graduate,No,2583,2115,120,360,1,Urban,1
151,Yes,0,Graduate,Yes,2577,3750,152,360,1,Rural,1
535,No,0,Not Graduate,No,2550,2042,126,360,1,Rural,1
547,No,0,Graduate,No,2526,1783,145,360,1,Rural,1
241,Yes,1,Not Graduate,No,2510,1983,140,180,1,Urban,0
312,No,0,Graduate,No,2507,0,56,360,1,Rural,1
11,Yes,2,Graduate,No,2500,1840,109,360,1,Urban,1
60,Yes,0,Graduate,No,2500,3796,120,360,1,Urban,1
87,Yes,0,Graduate,No,2500,2118,104,360,1,Semiurban,1
329,No,0,Graduate,No,2500,0,67,360,1,Urban,1
337,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,1
366,No,0,Graduate,No,2500,0,96,480,1,Semiurban,0
402,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,1
473,No,0,Graduate,Yes,2500,0,93,360,1,Urban,1
521,No,0,Graduate,No,2500,0,55,360,1,Semiurban,1
345,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,1
551,Yes,1,Not Graduate,No,2492,2375,146.4121622,360,1,Rural,1
230,Yes,1,Graduate,No,2491,2054,104,360,1,Semiurban,1
96,Yes,0,Graduate,No,2484,2302,137,360,1,Semiurban,1
453,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,1
208,No,0,Graduate,No,2479,0,59,360,1,Urban,1
508,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,1
314,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,0
553,Yes,0,Not Graduate,No,2454,2333,181,360,0,Urban,0
167,Yes,0,Graduate,No,2439,3333,129,360,1,Rural,1
489,No,0,Graduate,No,2435,0,75,360,1,Urban,0
433,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,1
354,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,1
42,Yes,0,Graduate,No,2400,0,75,360,1,Urban,1
307,No,0,Graduate,No,2400,1863,104,360,0,Urban,0
320,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,1
605,Yes,0,Not Graduate,No,2400,3800,146.4121622,180,1,Urban,0
81,Yes,1,Graduate,Yes,2395,0,146.4121622,360,1,Semiurban,1
187,Yes,0,Graduate,No,2383,2138,58,360,1,Rural,1
294,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurban,1
341,No,0,Graduate,No,2378,0,46,360,1,Rural,0
568,No,0,Graduate,No,2378,0,9,360,1,Urban,0
85,No,0,Graduate,No,2366,2531,136,360,1,Semiurban,1
386,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,1
6,Yes,0,Not Graduate,No,2333,1516,95,360,1,Urban,1
179,No,0,Not Graduate,No,2333,1451,102,480,0,Urban,0
388,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,1
145,Yes,0,Graduate,No,2330,4486,100,360,1,Semiurban,1
450,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,0
282,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,1
586,Yes,0,Graduate,No,2297,1522,104,360,1,Urban,1
153,Yes,2,Not Graduate,No,2281,0,113,360,1,Rural,0
35,Yes,0,Graduate,No,2275,2067,146.4121622,360,1,Urban,1
413,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,1
543,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban,1
168,No,0,Graduate,No,2237,0,63,480,0,Semiurban,0
220,Yes,0,Graduate,No,2221,0,60,360,0,Urban,0
117,Yes,1,Graduate,No,2214,1398,85,360,1,Urban,1
407,No,0,Not Graduate,No,2213,0,66,360,1,Rural,1
437,Yes,0,Graduate,No,2213,1125,146.4121622,360,1,Urban,1
520,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban,1
186,Yes,1,Graduate,Yes,2178,0,66,300,0,Rural,0
406,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,1
587,No,0,Not Graduate,No,2165,0,70,360,1,Semiurban,1
414,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,0
541,No,0,Graduate,No,2138,0,99,360,0,Semiurban,0
122,No,0,Graduate,No,2137,8980,137,360,0,Semiurban,1
56,Yes,0,Graduate,No,2132,1591,96,360,1,Semiurban,1
513,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,0
460,Yes,0,Graduate,Yes,2083,4083,160,360,1,Semiurban,1
482,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,1
109,Yes,3,Not Graduate,No,2071,754,94,480,1,Semiurban,1
261,No,0,Graduate,No,2060,2209,134,360,1,Semiurban,1
317,Yes,0,Graduate,No,2058,2134,88,360,1,Urban,1
176,Yes,2,Graduate,No,2045,1619,101,360,1,Rural,1
516,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,1
131,No,0,Graduate,No,2014,1929,74,360,1,Urban,1
299,Yes,1,Graduate,No,2014,2925,113,360,1,Urban,0
305,No,0,Not Graduate,No,2000,0,146.4121622,360,1,Urban,0
393,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,1
97,Yes,0,Graduate,No,1977,997,50,360,1,Semiurban,1
403,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,1
451,Yes,2,Not Graduate,No,1958,1456,60,300,1,Urban,1
485,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,1
50,Yes,0,Not Graduate,No,1928,1644,100,360,1,Semiurban,1
436,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,1
181,No,0,Graduate,No,1916,5063,67,360,0,Rural,0
197,No,0,Not Graduate,No,1907,2365,120,360,1,Urban,1
583,Yes,1,Graduate,No,1880,0,61,360,0,Rural,0
71,Yes,2,Not Graduate,Yes,1875,1875,97,360,1,Semiurban,1
160,Yes,0,Not Graduate,No,1863,1041,98,360,1,Semiurban,1
13,No,0,Graduate,No,1853,2840,114,360,1,Rural,0
581,No,0,Graduate,No,1836,33837,90,360,1,Urban,0
338,No,3,Not Graduate,No,1830,0,146.4121622,360,0,Urban,0
36,Yes,0,Graduate,No,1828,1330,100,360,0,Urban,0
170,Yes,0,Not Graduate,No,1820,1769,95,360,1,Rural,1
422,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,1
283,No,0,Graduate,No,1811,1666,54,360,1,Urban,1
249,Yes,0,Graduate,No,1809,1868,90,360,1,Urban,1
41,No,0,Graduate,No,1800,1213,47,360,1,Urban,1
300,Yes,0,Not Graduate,No,1800,2934,93,360,0,Urban,0
578,Yes,1,Graduate,No,1782,2232,107,360,1,Rural,1
99,Yes,0,Graduate,No,1759,3541,131,360,1,Semiurban,1
250,Yes,0,Not Graduate,No,1668,3890,201,360,0,Semiurban,0
303,Yes,1,Graduate,No,1625,1803,96,360,1,Urban,1
417,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,0
147,Yes,1,Graduate,No,1538,1425,30,360,1,Urban,1
399,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,0
28,No,0,Not Graduate,No,1442,0,35,360,1,Urban,0
82,Yes,2,Graduate,No,1378,1881,167,360,1,Urban,0
14,Yes,2,Graduate,No,1299,1086,17,120,1,Urban,1
418,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,1
530,Yes,0,Graduate,No,1025,5500,216,360,1,Rural,1
77,Yes,1,Graduate,Yes,1000,3022,110,360,1,Urban,0
188,Yes,0,Graduate,Yes,674,5296,168,360,1,Rural,1
500,No,0,Graduate,No,645,3683,113,480,1,Rural,1
600,No,3,Graduate,No,416,41667,350,180,0,Urban,0
468,Yes,2,Not Graduate,No,210,2917,98,360,1,Semiurban,1
216,Yes,0,Graduate,No,150,1800,135,360,1,Rural,0
